,Issue,Varname,House,Date,Topic,Subcode,L1,L2,L3,L4,C2,C3,C4,C5,Other,Index,Source,N,Totcheck,Agenda1,Agenda2,Scope,raceoutcome,racespenddo,raceaa,aidtoblacks,EqualOpp,Added,date,f_date,period,value,GAYWED,GAYWEDPSR,GAYMARNY,HOMOMAR,GAYAMEND,PSGAYUN,GAYWEDABC,ABCCU,GAYWEDFOX,ABCBAN,CIVUNION,MARRIAGE,BANMAR,MARHOMO,GAYMAR,mood,tone,pro,anti,stories,prev_mood,mood_diff,pro_max,anti_max,dom_pro,dom_anti,surge_pro_abs,surge_pro,surge_anti_abs,surge_anti,tone_surge,tone_surge_abs,tone_max_diff,tone_dom_diff,surge_diff,surge_diff_abs
109,same-sex,GAYWED,PSRA,7/13/05,150,151,13.0,23.0,0.0,0.0,0.0,0.0,22.0,31.0,11.0,40.45,USPSRA.080305.R50,1502,100.0,200,210,0,0,0,0,0,1,0,2005-07-13,2005.52876712,703,0.4045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4045,0.361163397642,0.584975486593,0.223812088951,81.0,0.405255457619,-0.000755457618565,0.121718754848,0.0572737027282,0.000563643607188,0.0103677407054,7.83965914403,0.0930063041909,2.8417380659,0.0321251716402,0.145480044134,15.666183938,0.0644450521201,-0.00980409709819,0.0608811325507,4.99792107813
231,same-sex,PSGAYUN,PSRA,7/13/05,150,151,22.0,31.0,0.0,0.0,0.0,0.0,16.0,24.0,7.0,56.99,USPSRA.080305.R51,1502,100.0,200,210,0,0,0,0,0,1,0,2005-07-13,2005.52876712,703,0.5699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.446594896051,0.361163397642,0.584975486593,0.223812088951,81.0,0.405255457619,0.041339438432,0.121718754848,0.0572737027282,0.000563643607188,0.0103677407054,7.83965914403,0.0930063041909,2.8417380659,0.0321251716402,0.145480044134,15.666183938,0.0644450521201,-0.00980409709819,0.0608811325507,4.99792107813
39,same-sex,GAYMARNY,CBS,7/29/05,150,151,27.0,27.0,,,,,,43.0,4.0,55.67,USCBS.200507B.Q67,1222,101.0,200,210,0,0,0,0,0,1,0,2005-07-29,2005.57260274,705,0.5567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.390108923089,0.356764815797,0.589209108246,0.232444292449,69.0,0.405851457147,-0.0157425340583,0.129695654367,0.0646432288011,0.0170771009506,0.0118662012742,7.81555898164,0.11225809791,2.78180049308,0.0395491135842,0.072203841674,6.120308972,0.0650524255656,0.00521089967636,0.0727089843261,5.03375848856
110,same-sex,GAYWED,GALLUP,8/22/05,150,151,37.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,4.0,38.54,Pollingreport.com,469,100.0,200,210,0,0,0,0,0,1,0,2005-08-22,2005.63835616,709,0.3854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3854,0.28090968317,0.544558432075,0.263648748906,53.0,0.407051955331,-0.0216519553309,0.135174303752,0.0979366065386,0.0229012340949,0.0428428448806,0.553401947848,0.0453644156813,0.684726542912,0.0274981712264,-0.0547421374475,-12.299584262,0.0372376972129,-0.0199416107857,0.0178662444549,-0.131324595063
272,same-sex,HOMOMAR,GALLUP,8/22/05,150,151,38.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,4.0,39.18,USGALLUP.0539.Q17,1007,101.0,202,210,0,0,0,0,0,1,0,2005-08-22,2005.63835616,709,0.3918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.400752462491,0.28090968317,0.544558432075,0.263648748906,53.0,0.407051955331,-0.00629949283984,0.135174303752,0.0979366065386,0.0229012340949,0.0428428448806,0.553401947848,0.0453644156813,0.684726542912,0.0274981712264,-0.0547421374475,-12.299584262,0.0372376972129,-0.0199416107857,0.0178662444549,-0.131324595063
142,same-sex,GAYWEDABC,ABCWP,8/25/05,150,151,39.0,0.0,,,,,0.0,58.0,3.0,40.21,USABCWP.2005989.Q045,1006,100.0,200,210,0,0,0,0,0,1,0,2005-08-25,2005.64657534,709,0.4021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.387120929709,0.28090968317,0.544558432075,0.263648748906,53.0,0.407051955331,-0.0199310256215,0.135174303752,0.0979366065386,0.0229012340949,0.0428428448806,0.553401947848,0.0453644156813,0.684726542912,0.0274981712264,-0.0547421374475,-12.299584262,0.0372376972129,-0.0199416107857,0.0178662444549,-0.131324595063
111,same-sex,GAYWED,PSRA,3/8/06,150,151,10.0,29.0,0.0,0.0,0.0,0.0,23.0,28.0,10.0,43.33,USPSRA.032206.R25GF1,1405,100.0,200,210,0,0,0,0,0,1,0,2006-03-08,2006.18082192,737,0.4333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4333,0.188713305464,0.489064921369,0.300351615905,84.0,0.415745579421,0.017554420579,0.127334550889,0.0960693890972,0.014326429301,0.0283538429245,5.20688021585,0.0321439329549,4.46219052682,0.028000744619,-0.128071642366,-0.937684576,0.0312651617921,-0.0140274136235,0.00414318833585,0.744689689026
112,same-sex,GAYWED,GALLUP,5/8/06,150,151,39.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,4.0,40.21,USGALLUP.06MY08.R29,1002,101.0,200,210,0,0,0,0,0,1,0,2006-05-08,2006.34794521,746,0.4021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4021,0.209705075127,0.497812159479,0.288107084352,71.0,0.418638707322,-0.0165387073219,0.163373968752,0.0884416003021,0.0475136010375,0.0079977931858,1.84518249238,0.0399009397772,0.961636855097,0.0203188267345,0.0209218574306,-0.024813864,0.0749323684495,0.0395158078517,0.0195821130427,0.883545637287
24,same-sex,GAYAMEND,GALLUP,5/8/06,150,151,47.0,,,,,,,50.0,3.0,48.45,Pollingreport.com,1002,100.0,200,210,0,0,0,0,0,1,0,2006-05-08,2006.34794521,746,0.4845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.400072758693,0.209705075127,0.497812159479,0.288107084352,71.0,0.418638707322,-0.0185659486292,0.163373968752,0.0884416003021,0.0475136010375,0.0079977931858,1.84518249238,0.0399009397772,0.961636855097,0.0203188267345,0.0209218574306,-0.024813864,0.0749323684495,0.0395158078517,0.0195821130427,0.883545637287
273,same-sex,HOMOMAR,GALLUP,5/8/06,150,151,39.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,4.0,40.21,USGALLUP.06MY08.R29,1002,101.0,202,210,0,0,0,0,0,1,0,2006-05-08,2006.34794521,746,0.4021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.411052462491,0.209705075127,0.497812159479,0.288107084352,71.0,0.418638707322,-0.00758624483087,0.163373968752,0.0884416003021,0.0475136010375,0.0079977931858,1.84518249238,0.0399009397772,0.961636855097,0.0203188267345,0.0209218574306,-0.024813864,0.0749323684495,0.0395158078517,0.0195821130427,0.883545637287
247,same-sex,ABCBAN,ABC,5/31/06,150,151,51.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7.0,54.84,USABC.060507.R3,1001,100.0,202,210,0,0,0,0,0,1,0,2006-05-31,2006.4109589,749,0.5484,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.394141401379,0.107059024593,0.439778992165,0.332719967571,91.0,0.419613059059,-0.0254716576798,0.143120821087,0.139947636605,0.0143266290569,0.0501400160115,4.90893058712,0.0377303778169,6.42330672905,0.0579745430725,-0.136559784887,-9.016277092,0.003173184482,-0.0358133869547,-0.0202441652556,-1.51437614193
253,same-sex,ABCCU,ABC,5/31/06,150,151,28.0,17.0,0.0,0.0,0.0,0.0,7.0,41.0,7.0,48.39,USABC.060507.R1,1001,100.0,202,210,0,0,0,0,0,1,0,2006-05-31,2006.4109589,749,0.4839,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.378085896986,0.107059024593,0.439778992165,0.332719967571,91.0,0.419613059059,-0.041527162073,0.143120821087,0.139947636605,0.0143266290569,0.0501400160115,4.90893058712,0.0377303778169,6.42330672905,0.0579745430725,-0.136559784887,-9.016277092,0.003173184482,-0.0358133869547,-0.0202441652556,-1.51437614193
143,same-sex,GAYWEDABC,ABC,5/31/06,150,151,24.0,13.0,,,,,7.0,51.0,5.0,38.95,USABC.060506.R2,1001,100.0,200,210,0,0,0,0,0,1,0,2006-05-31,2006.4109589,749,0.3895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.374520929709,0.107059024593,0.439778992165,0.332719967571,91.0,0.419613059059,-0.0450921293493,0.143120821087,0.139947636605,0.0143266290569,0.0501400160115,4.90893058712,0.0377303778169,6.42330672905,0.0579745430725,-0.136559784887,-9.016277092,0.003173184482,-0.0358133869547,-0.0202441652556,-1.51437614193
113,same-sex,GAYWED,ABC,5/31/06,150,151,24.0,13.0,0.0,0.0,0.0,0.0,7.0,51.0,5.0,38.95,USABC.060507.R2,1001,100.0,200,210,0,0,0,0,0,1,0,2006-05-31,2006.4109589,749,0.3895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3895,0.107059024593,0.439778992165,0.332719967571,91.0,0.419613059059,-0.0301130590587,0.143120821087,0.139947636605,0.0143266290569,0.0501400160115,4.90893058712,0.0377303778169,6.42330672905,0.0579745430725,-0.136559784887,-9.016277092,0.003173184482,-0.0358133869547,-0.0202441652556,-1.51437614193
40,same-sex,GAYMARNY,CBS,6/10/06,150,151,27.0,30.0,,,,,,40.0,4.0,58.76,USCBS.200606A.Q11,659,101.0,200,210,0,0,0,0,0,1,0,2006-06-10,2006.43835616,750,0.5876,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.421008923089,0.0767676366331,0.428343405914,0.351575769281,139.0,0.419938932406,0.00106999068273,0.182723303358,0.193223242875,0.092870647745,0.130251303645,18.1371586919,0.075938296374,21.1118880411,0.108721144073,-0.146111782999,-4.485099043,-0.0104999395167,-0.0373806559001,-0.0327828476991,-2.97472934922
114,same-sex,GAYWED,ODFOX,6/13/06,150,151,27.0,25.0,0.0,0.0,0.0,0.0,0.0,39.0,8.0,57.14,USODFOX.061506.R13,900,99.0,200,210,0,0,0,0,0,1,0,2006-06-13,2006.44657534,751,0.5714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714,0.0816456296552,0.432076568455,0.3504309388,145.0,0.420265347097,0.151134652903,0.180640608769,0.187517387004,0.0943018677681,0.123770139521,19.796174747,0.0740287166938,22.2023115096,0.104388893571,-0.125553455378,-0.593328802,-0.00687677823445,-0.0294682717532,-0.030360176877,-2.40613676255
153,same-sex,GAYWEDFOX,FOX,6/13/06,150,151,27.0,25.0,,,,,,39.0,8.0,57.14,PollingReport.com,900,99.0,200,210,0,0,0,0,0,1,0,2006-06-13,2006.44657534,751,0.5714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.388519113349,0.0816456296552,0.432076568455,0.3504309388,145.0,0.420265347097,-0.0317462337481,0.180640608769,0.187517387004,0.0943018677681,0.123770139521,19.796174747,0.0740287166938,22.2023115096,0.104388893571,-0.125553455378,-0.593328802,-0.00687677823445,-0.0294682717532,-0.030360176877,-2.40613676255
115,same-sex,GAYWED,PSRA,6/14/06,150,151,13.0,20.0,0.0,0.0,0.0,0.0,23.0,32.0,12.0,37.5,USPSRA.062706.R37,1501,100.0,200,210,0,0,0,0,0,1,0,2006-06-14,2006.44931507,751,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.0816456296552,0.432076568455,0.3504309388,145.0,0.420265347097,-0.0452653470971,0.180640608769,0.187517387004,0.0943018677681,0.123770139521,19.796174747,0.0740287166938,22.2023115096,0.104388893571,-0.125553455378,-0.593328802,-0.00687677823445,-0.0294682717532,-0.030360176877,-2.40613676255
232,same-sex,PSGAYUN,PSRA,7/6/06,150,151,54.0,,,,,,,42.0,4.0,56.25,Pollingreport.com,469,100.0,200,210,0,0,0,0,0,1,0,2006-07-06,2006.50958904,754,0.5625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.439194896051,0.120480460195,0.453607953122,0.333127492927,164.0,0.42124781975,0.0179470763009,0.173751390258,0.166711357925,0.057208656806,0.0887331773344,20.2691418946,0.0578910225436,21.0613090783,0.0782697576234,-0.0892246149316,4.869735138,0.00704003233233,-0.0315245205284,-0.0203787350798,-0.792167183757
233,same-sex,PSGAYUN,SRBI,7/6/06,150,151,19.0,35.0,0.0,0.0,0.0,0.0,24.0,18.0,4.0,56.25,USSRBI.080306P.R09,2003,100.0,200,210,0,0,0,0,0,1,0,2006-07-06,2006.50958904,754,0.5625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.439194896051,0.120480460195,0.453607953122,0.333127492927,164.0,0.42124781975,0.0179470763009,0.173751390258,0.166711357925,0.057208656806,0.0887331773344,20.2691418946,0.0578910225436,21.0613090783,0.0782697576234,-0.0892246149316,4.869735138,0.00704003233233,-0.0315245205284,-0.0203787350798,-0.792167183757
116,same-sex,GAYWED,SRBI,7/6/06,150,151,12.0,23.0,0.0,0.0,0.0,0.0,25.0,31.0,9.0,38.46,USSRBI.080306P.R08,2003,100.0,200,210,0,0,0,0,0,1,0,2006-07-06,2006.50958904,754,0.3846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3846,0.120480460195,0.453607953122,0.333127492927,164.0,0.42124781975,-0.0366478197496,0.173751390258,0.166711357925,0.057208656806,0.0887331773344,20.2691418946,0.0578910225436,21.0613090783,0.0782697576234,-0.0892246149316,4.869735138,0.00704003233233,-0.0315245205284,-0.0203787350798,-0.792167183757
41,same-sex,GAYMARNY,BRAUN,8/9/06,150,151,28.0,32.0,,,,,,36.0,1.0,62.5,USBRAUN.06VALUES.R09,3002,99.0,200,210,0,0,0,0,0,1,0,2006-08-09,2006.60273973,759,0.625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.458408923089,0.233025128248,0.512683289073,0.279658160826,109.0,0.422895924109,0.0355129989804,0.190874858202,0.121000536723,0.0812777410866,0.0485657377524,8.28624209881,0.104536117201,3.94570761787,0.0572532892407,0.151379498593,13.561122679,0.0698743214785,0.0327120033342,0.0472828279598,4.34053448095
42,same-sex,GAYMARNY,PSRNEW,10/26/06,150,151,24.0,26.0,,,,,,40.0,10.0,55.56,USPSRNEW.102806.R15,1002,100.0,200,210,0,0,0,0,0,1,0,2006-10-26,2006.81643836,770,0.5556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.389008923089,0.302199003119,0.543754838158,0.24155583504,101.0,0.426567637382,-0.0375587142925,0.184467607024,0.0804715456688,0.0371919673222,0.00423195465667,7.8495785549,0.0304440391022,1.69585481549,-0.0114109014321,0.117006358762,17.55861421,0.103996061355,0.0329600126655,0.0418549405343,6.15372373941
117,same-sex,GAYWED,PSRNEW,10/26/06,150,151,24.0,26.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,55.56,USPSRNEW.102806.R15,1002,100.0,200,210,0,0,0,0,0,1,0,2006-10-26,2006.81643836,770,0.5556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5556,0.302199003119,0.543754838158,0.24155583504,101.0,0.426567637382,0.129032362618,0.184467607024,0.0804715456688,0.0371919673222,0.00423195465667,7.8495785549,0.0304440391022,1.69585481549,-0.0114109014321,0.117006358762,17.55861421,0.103996061355,0.0329600126655,0.0418549405343,6.15372373941
43,same-sex,GAYMARNY,CBSNYT,10/27/06,150,151,28.0,29.0,,,,,,38.0,5.0,60.0,USCBSNYT.110106A.R57,1084,100.0,200,210,0,0,0,0,0,1,0,2006-10-27,2006.81917808,770,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.433408923089,0.302199003119,0.543754838158,0.24155583504,101.0,0.426567637382,0.00684128570752,0.184467607024,0.0804715456688,0.0371919673222,0.00423195465667,7.8495785549,0.0304440391022,1.69585481549,-0.0114109014321,0.117006358762,17.55861421,0.103996061355,0.0329600126655,0.0418549405343,6.15372373941
118,same-sex,GAYWED,ODFOX,11/4/06,150,151,30.0,30.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0,65.22,USODFOX.110606.R35,900,99.0,200,210,0,0,0,0,0,1,0,2006-11-04,2006.84109589,771,0.6522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6522,0.282573808301,0.534202369522,0.251628561221,113.0,0.426904500836,0.225295499164,0.17098396239,0.0745057117698,0.0391716432845,0.00453194598758,11.8778416492,0.0278426912189,3.60789646184,-0.0127019855937,0.0633372503586,20.530539325,0.0964782506202,0.0346396972969,0.0405446768126,8.26994518733
154,same-sex,GAYWEDFOX,FOX,11/4/06,150,151,30.0,30.0,,,,,,32.0,7.0,65.22,USODFOX.110606.R35,900,99.0,200,210,0,0,0,0,0,1,0,2006-11-04,2006.84109589,771,0.6522,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.469319113349,0.282573808301,0.534202369522,0.251628561221,113.0,0.426904500836,0.0424146125128,0.17098396239,0.0745057117698,0.0391716432845,0.00453194598758,11.8778416492,0.0278426912189,3.60789646184,-0.0127019855937,0.0633372503586,20.530539325,0.0964782506202,0.0346396972969,0.0405446768126,8.26994518733
119,same-sex,GAYWED,QUINN,11/13/06,150,151,34.0,,,,,,,63.0,4.0,35.05,Polling report 4-10-07,1623,101.0,200,210,0,0,0,0,0,1,0,2006-11-13,2006.86575342,773,0.3505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3505,0.269508199422,0.527047931704,0.257539732281,135.0,0.427579740311,-0.077079740311,0.163147503463,0.0811394562721,0.0307254361116,0.0137320302892,18.7047613043,0.0709210683741,6.94111843395,0.00743842393454,0.0676687318944,29.117386091,0.0820080471907,0.0169934058224,0.0634826444396,11.7636428703
3,same-sex,BANMAR,QUINN,11/13/06,150,151,53.0,,,,,,,43.0,4.0,55.21,Pollingreport.com,1623,100.0,200,210,0,0,0,0,0,1,0,2006-11-13,2006.86575342,773,0.5521,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.404756067275,0.269508199422,0.527047931704,0.257539732281,135.0,0.427579740311,-0.0228236730357,0.163147503463,0.0811394562721,0.0307254361116,0.0137320302892,18.7047613043,0.0709210683741,6.94111843395,0.00743842393454,0.0676687318944,29.117386091,0.0820080471907,0.0169934058224,0.0634826444396,11.7636428703
10,same-sex,CIVUNION,QUINN,11/13/06,150,151,45.0,,,,,,,52.0,4.0,46.39,Pollingreport.com,1623,101.0,200,210,0,0,0,0,0,1,0,2006-11-13,2006.86575342,773,0.4639,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.424626320146,0.269508199422,0.527047931704,0.257539732281,135.0,0.427579740311,-0.00295342016487,0.163147503463,0.0811394562721,0.0307254361116,0.0137320302892,18.7047613043,0.0709210683741,6.94111843395,0.00743842393454,0.0676687318944,29.117386091,0.0820080471907,0.0169934058224,0.0634826444396,11.7636428703
226,same-sex,MARRIAGE,QUINN,11/13/06,150,151,34.0,,,,,,,63.0,4.0,35.05,Pollingreport.com,469,101.0,200,210,0,0,0,0,0,1,0,2006-11-13,2006.86575342,773,0.3505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.408692986813,0.269508199422,0.527047931704,0.257539732281,135.0,0.427579740311,-0.0188867534982,0.163147503463,0.0811394562721,0.0307254361116,0.0137320302892,18.7047613043,0.0709210683741,6.94111843395,0.00743842393454,0.0676687318944,29.117386091,0.0820080471907,0.0169934058224,0.0634826444396,11.7636428703
120,same-sex,GAYWED,PSRA,1/1/07,150,151,13.0,24.0,,,,,33.0,22.0,8.0,40.22,Pew Report,2007,100.0,200,210,0,0,0,0,0,1,0,2007-01-01,2007.0,780,0.4022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4022,0.34204082953,0.57053557022,0.22849474069,100.0,0.429958785739,-0.0277587857386,0.167946245316,0.076849003329,0.0276319679918,0.0184416076239,0.900869302392,0.0170504894465,0.242849025402,0.00393054350137,0.0720322410054,1.263035153,0.0910972419865,0.00919036036784,0.0131199459451,0.65802027699
44,same-sex,GAYMARNY,CBSNYT,3/7/07,150,151,28.0,32.0,,,,,,35.0,5.0,63.16,USCBSNYT.031207.R019,1362,100.0,200,210,0,0,0,0,0,1,0,2007-03-07,2007.17808219,789,0.6316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.465008923089,0.308650103596,0.563438428596,0.254788325,52.0,0.43305271992,0.0319562031694,0.143506921974,0.10495777827,0.00395300666318,0.0519260766312,1.12634023787,0.053760417256,0.321879060195,0.025352503627,-0.0376856188698,-14.42773819,0.0385491437043,-0.047973069968,0.028407913629,0.804461177679
121,same-sex,GAYWED,GALLUP,5/10/07,150,151,46.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,46.46,Pollingreport 3-6-09,469,100.0,200,210,0,0,0,0,0,1,0,2007-05-10,2007.35342466,798,0.4646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4646,0.438207763739,0.633892067826,0.195684304087,46.0,0.436184977044,0.0284150229565,0.132637929904,0.0483200717817,0.0183246675855,0.0171186882491,1.43928849024,0.0361635092193,0.397126796473,0.00995563531501,0.127143967887,3.360112156,0.084317858122,0.00120597933647,0.0262078739043,1.04216169376
274,same-sex,HOMOMAR,ORC,8/6/07,150,151,40.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,3.0,41.24,USORC.2007008.Q16,1029,100.0,202,210,0,0,0,0,0,1,0,2007-08-06,2007.59452055,811,0.4124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.421352462491,0.383540246082,0.598537612776,0.214997366694,49.0,0.440773989184,-0.0194215266934,0.199311145122,0.0732908565401,0.103806747775,0.0305526431488,3.26455545537,0.0407333242536,0.905097264937,0.0169893200295,-0.0659517500647,0.364300216,0.126020288582,0.0732541046261,0.0237440042241,2.35945819044
122,same-sex,GAYWED,ORC,8/6/07,150,151,40.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,3.0,41.24,USORC.2007008.Q16,1029,100.0,200,210,0,0,0,0,0,1,0,2007-08-06,2007.59452055,811,0.4124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4124,0.383540246082,0.598537612776,0.214997366694,49.0,0.440773989184,-0.0283739891844,0.199311145122,0.0732908565401,0.103806747775,0.0305526431488,3.26455545537,0.0407333242536,0.905097264937,0.0169893200295,-0.0659517500647,0.364300216,0.126020288582,0.0732541046261,0.0237440042241,2.35945819044
275,same-sex,HOMOMAR,ORC,10/12/07,150,151,40.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3.0,41.67,USORC.2007010.Q09,1212,99.0,202,210,0,0,0,0,0,1,0,2007-10-12,2007.77808219,820,0.4167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.425652462491,0.390891513687,0.602453279063,0.211561765375,32.0,0.443993401354,-0.018340938863,0.162825504653,0.060317898521,0.0490987003962,0.00634879503807,1.18563988374,0.0622060980242,0.395601143144,0.0166345284758,0.0043579128375,-2.952815596,0.102507606132,0.0427499053582,0.0455715695484,0.790038740597
123,same-sex,GAYWED,ORC,10/12/07,150,151,40.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3.0,41.67,USORC.2007010.Q09,1212,99.0,200,210,0,0,0,0,0,1,0,2007-10-12,2007.77808219,820,0.4167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4167,0.390891513687,0.602453279063,0.211561765375,32.0,0.443993401354,-0.0272934013541,0.162825504653,0.060317898521,0.0490987003962,0.00634879503807,1.18563988374,0.0622060980242,0.395601143144,0.0166345284758,0.0043579128375,-2.952815596,0.102507606132,0.0427499053582,0.0455715695484,0.790038740597
254,same-sex,ABCCU,ABCWP,10/29/07,150,151,55.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,56.7,USABCWP.110807.R33,1131,100.0,202,210,0,0,0,0,0,1,0,2007-10-29,2007.82465753,823,0.567,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.461185896986,0.368642583259,0.586094533481,0.217451950222,27.0,0.445073872845,0.0161120241402,0.122324082351,0.0627900985301,0.00350555645339,0.0252181129586,0.352059632065,0.0209427965626,0.300304681675,0.0160000370971,-0.0560635411979,-4.911364608,0.0595339838205,-0.0217125565053,0.00494275946552,0.0517549503898
255,same-sex,ABCCU,ABC,12/16/07,150,151,54.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,4.0,55.67,USABC.010308.R13,1142,101.0,202,210,0,0,0,0,0,1,0,2007-12-16,2007.95616438,829,0.5567,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.450885896986,0.200795418053,0.497128961895,0.296333543842,19.0,0.447245384692,0.00364051229326,0.13011733389,0.12137704249,0.0337592827335,0.0489680887357,1.20714938069,0.0748527549052,1.1600635209,0.0649707951187,-0.172781932085,-7.018630211,0.00874029139952,-0.0152088060022,0.00988195978654,0.0470858597928
25,same-sex,GAYAMEND,GALLUP,5/8/08,150,151,48.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3.0,49.48,USGALLUP.08MAY08.R27,1017,100.0,200,210,0,0,0,0,0,1,0,2008-05-08,2008.34972678,850,0.4948,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.410372758693,0.356375086,0.5969219435,0.2405468575,28.0,0.454948733836,-0.0445759751436,0.102665808942,0.0506922294987,0.0116445791811,0.000710257472808,1.59332190252,0.0611689631737,0.590770966136,0.0232938443852,-0.00326514471875,-1.529984975,0.0519735794433,0.0109343217083,0.0378751187886,1.00255093638
124,same-sex,GAYWED,GALLUP,5/8/08,150,151,40.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0,41.67,Pollingreport 3-6-09,1017,100.0,200,210,0,0,0,0,0,1,0,2008-05-08,2008.34972678,850,0.4167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4167,0.356375086,0.5969219435,0.2405468575,28.0,0.454948733836,-0.0382487338363,0.102665808942,0.0506922294987,0.0116445791811,0.000710257472808,1.59332190252,0.0611689631737,0.590770966136,0.0232938443852,-0.00326514471875,-1.529984975,0.0519735794433,0.0109343217083,0.0378751187886,1.00255093638
217,same-sex,MARHOMO,NORC,5/15/08,150,151,223.0,307.0,,,,,213.0,423.0,170.0,45.45,GSS08 file,1336,100.0,200,210,0,0,0,0,0,1,0,2008-05-15,2008.36885246,851,0.4545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42991992768,0.319374154815,0.554101970389,0.234727815574,54.0,0.455319268766,-0.0253993410863,0.161950055612,0.0800507530507,0.0891675391649,0.0327739438627,1.93972087141,0.0164532384472,1.59919808054,0.0200268201706,-0.0502228274995,4.310309979,0.0818993025613,0.0563935953022,-0.00357358172344,0.340522790864
159,same-sex,GAYWEDPSR,PSRA,5/21/08,150,151,15.0,23.0,0.0,0.0,0.0,0.0,20.0,29.0,13.0,43.68,USPSRA.052908.R34,1505,100.0,200,210,0,0,0,0,0,1,0,2008-05-21,2008.3852459,852,0.4368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456009530468,0.302941118895,0.544942499145,0.24200138025,76.0,0.455690119407,0.000319411061693,0.188630217813,0.0886119477241,0.122540645616,0.0485250557947,6.2730952602,-0.0292833306627,3.05316552767,-0.010883795502,-0.0544331571323,9.800676823,0.100018270089,0.074015589821,-0.0183995351607,3.21992973254
