,Varname,Date,Index,N,date,f_date,period,value,GUNLAWNORC,PEWGUN,FIREARMSGALLUP,BANGUNSGALLUP,GUNABC,BANGUNSCBS,STRICTORCGALLUP,GUNSTRICTCBS,GUNABCHARRIS,BANGUNSPEW,GUNABCAP,HANDGUNGALLUP,STRICTORC,GUNABCYANK,FIREARMSNBC,BANGUNSABC,GUNDIF,HANDGUNS,GUNSTRICTGALLUP,HALLGUNS,GUNLAWY,HHANDGUN,mood,tone,pro,anti,stories,prev_mood,mood_diff,pro_max,anti_max,dom_pro,dom_anti,surge_pro_abs,surge_pro,surge_anti_abs,surge_anti,tone_surge,tone_surge_abs,tone_max_diff,tone_dom_diff,surge_diff,surge_diff_abs
196,GUNSTRICTCBS,11/10/03,83.61,1177,2003-11-10,2003.85753425,617,0.8361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727683112523,0.236498790409,0.539096666538,0.302597876129,93.0,0.801536656285,-0.0738535437621,0.123917609703,0.076845383197,0.00186604259568,0.0148673102513,9.31519585717,0.067272947006,5.79709943688,0.0422422754935,-0.0163876835145,12.131815025,0.0470722265056,-0.0130012676556,0.0250306715125,3.51809642029
261,PEWGUN,11/18/03,68.42,469,2003-11-18,2003.87945205,618,0.6842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880887000591,0.242883975102,0.541555662602,0.2986716875,88.0,0.801522612767,0.079364387824,0.12630711599,0.0780378878116,0.0046636906225,0.0208153895004,8.08492175515,0.0604352800779,5.03600041602,0.0382262853898,0.0160193701023,10.938017979,0.0482692281781,-0.0161516988779,0.0222089946881,3.04892133913
64,FIREARMSGALLUP,1/9/04,90.91,1003,2004-01-09,2004.02185792,625,0.9091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835546883258,0.349801442028,0.607839854972,0.258038412944,36.0,0.801430896434,0.0341159868237,0.183006489706,0.0907240701285,0.0786264357507,0.0451024955637,0.0,0.0,0.0,0.0,0.113302651619,-9.401535595,0.0922824195773,0.033523940187,0.0,0.0
290,STRICTORCGALLUP,1/12/04,81.54,1004,2004-01-12,2004.03005464,626,0.8154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8079866211,0.316562898286,0.591271526543,0.274708628257,35.0,0.801418539506,0.00656808159375,0.170986929937,0.0866331530627,0.0623614639096,0.0273540921059,0.0,0.0,0.0,0.0,0.0736789231834,-10.294088369,0.0843537768747,0.0350073718036,0.0,0.0
173,GUNLAWNORC,1/15/04,80.0,5,2004-01-15,2004.03825137,626,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.316562898286,0.591271526543,0.274708628257,35.0,0.801418539506,-0.00141853950596,0.170986929937,0.0866331530627,0.0623614639096,0.0273540921059,0.0,0.0,0.0,0.0,0.0736789231834,-10.294088369,0.0843537768747,0.0350073718036,0.0,0.0
262,PEWGUN,2/11/04,65.17,1500,2004-02-11,2004.11202186,630,0.6517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848387000591,0.20122458737,0.524615175239,0.32339058787,46.0,0.801370293864,0.0470167067268,0.160015905013,0.0907559776437,0.0839321422599,0.0230121467698,0.0610979245051,0.00590173814542,0.446927752456,0.0173622089326,-0.0762820714753,-6.839055194,0.0692599273697,0.0609199954901,-0.0114604707871,-0.385829827951
263,PEWGUN,2/15/04,61.05,4,2004-02-15,2004.12295082,630,0.6105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807187000591,0.20122458737,0.524615175239,0.32339058787,46.0,0.801370293864,0.00581670672677,0.160015905013,0.0907559776437,0.0839321422599,0.0230121467698,0.0610979245051,0.00590173814542,0.446927752456,0.0173622089326,-0.0762820714753,-6.839055194,0.0692599273697,0.0609199954901,-0.0114604707871,-0.385829827951
174,GUNLAWNORC,8/15/04,80.0,165,2004-08-15,2004.62021858,656,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.344809209245,0.601718513547,0.256909304302,53.0,0.801027551459,-0.00102755145851,0.248639525732,0.0856782040813,0.170708675172,0.0351503270755,9.37559664255,0.0902104331799,3.19206902839,0.0294750462513,0.0108734257869,10.260429287,0.162961321651,0.135558348097,0.0607353869286,6.18352761416
104,GUNABCHARRIS,9/15/04,65.22,4,2004-09-15,2004.70491803,661,0.6522,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787653497115,0.406202707137,0.641021819253,0.234819112116,95.0,0.800938202658,-0.0132847055431,0.32070019071,0.104586820613,0.255291441617,0.0763834961379,20.161104983,0.0564588282883,6.40979166187,0.0141776848083,0.122797578573,27.536457164,0.216113370096,0.178907945479,0.04228114348,13.7513133211
175,GUNLAWNORC,9/15/04,75.55,319,2004-09-15,2004.70491803,661,0.7555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7555,0.406202707137,0.641021819253,0.234819112116,95.0,0.800938202658,-0.0454382026584,0.32070019071,0.104586820613,0.255291441617,0.0763834961379,20.161104983,0.0564588282883,6.40979166187,0.0141776848083,0.122797578573,27.536457164,0.216113370096,0.178907945479,0.04228114348,13.7513133211
65,FIREARMSGALLUP,10/11/04,83.08,1012,2004-10-11,2004.77595628,665,0.8308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757246883258,0.418423867505,0.647950054093,0.229526186589,107.0,0.800857169161,-0.0436102859035,0.343825030863,0.115063512186,0.284786362575,0.0903465551976,24.3481910966,0.113434527053,7.85300795384,0.0324933668141,0.0965413036899,27.389695377,0.228761518677,0.194439807378,0.0809411602387,16.4951831428
31,BANGUNSGALLUP,10/11/04,36.36,4,2004-10-11,2004.77595628,665,0.3636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803266959314,0.418423867505,0.647950054093,0.229526186589,107.0,0.800857169161,0.00240979015283,0.343825030863,0.115063512186,0.284786362575,0.0903465551976,24.3481910966,0.113434527053,7.85300795384,0.0324933668141,0.0965413036899,27.389695377,0.228761518677,0.194439807378,0.0809411602387,16.4951831428
176,GUNLAWNORC,10/15/04,79.17,216,2004-10-15,2004.78688525,665,0.7917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7917,0.418423867505,0.647950054093,0.229526186589,107.0,0.800857169161,-0.00915716916132,0.343825030863,0.115063512186,0.284786362575,0.0903465551976,24.3481910966,0.113434527053,7.85300795384,0.0324933668141,0.0965413036899,27.389695377,0.228761518677,0.194439807378,0.0809411602387,16.4951831428
177,GUNLAWNORC,11/15/04,86.17,94,2004-11-15,2004.8715847,670,0.8617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8617,0.251857925111,0.560184054426,0.308326129315,54.0,0.800741973882,0.0609580261185,0.246003648338,0.122410531729,0.158991362967,0.0643575797973,2.5923995548,0.0643642869274,1.76044558793,0.043274308745,-0.169439143749,-25.580299448,0.123593116609,0.0946337831701,0.0210899781824,0.831953966864
178,GUNLAWNORC,12/15/04,86.96,92,2004-12-15,2004.95355191,674,0.8696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8696,0.218297525774,0.534715707161,0.316418181387,31.0,0.800637299242,0.0689627007582,0.186226989377,0.10547478956,0.0914025642905,0.0286957692515,0.0,0.0,0.782754259072,0.0622572442133,-0.192661596199,-38.438280118,0.0807521998166,0.062706795039,-0.0622572442133,-0.782754259072
291,STRICTORCGALLUP,1/3/05,81.25,1005,2005-01-03,2005.00547945,676,0.8125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8050866211,0.332789988368,0.603091257947,0.270301269579,38.0,0.800580411722,0.00450620937741,0.176855150769,0.0832061779298,0.0843726321558,0.033926478942,0.0861600478345,0.0125069948169,0.0376108403613,0.00510434323539,-0.026187162349,-20.379878308,0.0936489728397,0.0504461532138,0.00740265158147,0.0485492074732
32,BANGUNSGALLUP,10/13/05,35.35,4,2005-10-13,2005.78082192,716,0.3535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793166959314,0.222690195769,0.550612310654,0.327922114885,26.0,0.798618812385,-0.00545185307108,0.12421757648,0.0862750733625,0.0155291515167,0.0236025376371,1.3364807388,0.0554949138832,0.57986212103,0.0245447604264,0.116347821662,2.812358615,0.037942503117,-0.00807338612031,0.0309501534568,0.756618617774
66,FIREARMSGALLUP,10/13/05,89.06,1012,2005-10-13,2005.78082192,716,0.8906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817046883258,0.222690195769,0.550612310654,0.327922114885,26.0,0.798618812385,0.0184280708726,0.12421757648,0.0862750733625,0.0155291515167,0.0236025376371,1.3364807388,0.0554949138832,0.57986212103,0.0245447604264,0.116347821662,2.812358615,0.037942503117,-0.00807338612031,0.0309501534568,0.756618617774
292,STRICTORCGALLUP,1/9/06,78.46,1003,2006-01-09,2006.02191781,729,0.7846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7771866211,0.508629158174,0.701263186174,0.192634028,46.0,0.797566854467,-0.0203802333669,0.184057150437,0.0442743828973,0.0113985993017,0.00886271203528,5.70340692051,0.131920886294,0.639897010002,0.0164779795979,0.233739359268,8.827781934,0.139782767539,0.00253588726641,0.115442906696,5.06350991051
179,GUNLAWNORC,3/10/06,80.61,4510,2006-03-10,2006.18630137,737,0.8061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8061,0.310760076583,0.597830853889,0.287070777306,36.0,0.796799802914,0.00930019708633,0.211202351425,0.107073424556,0.130315343962,0.068383118294,0.306947840321,0.0109372221945,1.81802167073,0.0627990416585,-0.197869081591,-12.209578519,0.104128926869,0.0619322256681,-0.051861819464,-1.51107383041
87,GUNABC,10/5/06,62.24,1204,2006-10-05,2006.75890411,767,0.6224,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805824059044,0.39551350072,0.64457335586,0.24905985514,50.0,0.792995239598,0.0128288194453,0.247856836782,0.0773183120466,0.146339906869,0.0409311680326,6.1846130088,0.0926511160246,1.72039028805,0.0236801791896,-0.031792450755,2.683436977,0.170538524735,0.105408738836,0.068970936835,4.46422272075
33,BANGUNSGALLUP,10/9/06,32.65,4,2006-10-09,2006.76986301,768,0.3265,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766166959314,0.445051045772,0.673067977895,0.228016932123,57.0,0.792840435256,-0.026673475942,0.248021808018,0.0746970440613,0.14015103009,0.0422439005361,9.13073688439,0.108952192112,2.43492619544,0.0240635630597,0.0442517633553,10.939135442,0.173324763956,0.0979071295542,0.0848886290519,6.69581068895
67,FIREARMSGALLUP,10/9/06,86.15,1001,2006-10-09,2006.76986301,768,0.8615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787946883258,0.445051045772,0.673067977895,0.228016932123,57.0,0.792840435256,-0.00489355199833,0.248021808018,0.0746970440613,0.14015103009,0.0422439005361,9.13073688439,0.108952192112,2.43492619544,0.0240635630597,0.0442517633553,10.939135442,0.173324763956,0.0979071295542,0.0848886290519,6.69581068895
293,STRICTORCGALLUP,1/15/07,77.78,1018,2007-01-15,2007.03835616,782,0.7778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7703866211,0.268250173591,0.593819965227,0.325569791636,22.0,0.790459746965,-0.0200731258648,0.155008992025,0.0694441480217,0.0464892236464,0.0208302700782,0.0,0.0,0.102573963132,0.0120871937531,-0.1566208781,-11.943080352,0.0855648440035,0.0256589535681,-0.0120871937531,-0.102573963132
294,STRICTORCGALLUP,4/17/07,81.03,966,2007-04-17,2007.29041096,795,0.8103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8028866211,0.200430443457,0.541201702315,0.340771258858,127.0,0.787867683193,0.0150189379072,0.165275200071,0.0961346043614,0.0656305241016,0.0137900691035,17.0697272963,0.0388163899816,9.76319872975,0.0599394627416,-0.0150772280917,18.773928501,0.06914059571,0.0518404549981,-0.02112307276,7.30652856654
264,PEWGUN,4/18/07,65.22,1508,2007-04-18,2007.29315068,795,0.6522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848887000591,0.200430443457,0.541201702315,0.340771258858,127.0,0.787867683193,0.0610193173986,0.165275200071,0.0961346043614,0.0656305241016,0.0137900691035,17.0697272963,0.0388163899816,9.76319872975,0.0599394627416,-0.0150772280917,18.773928501,0.06914059571,0.0518404549981,-0.02112307276,7.30652856654
42,BANGUNSPEW,4/18/07,40.22,4,2007-04-18,2007.29315068,795,0.4022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.69354824158,0.200430443457,0.541201702315,0.340771258858,127.0,0.787867683193,-0.0943194416121,0.165275200071,0.0961346043614,0.0656305241016,0.0137900691035,17.0697272963,0.0388163899816,9.76319872975,0.0599394627416,-0.0150772280917,18.773928501,0.06914059571,0.0518404549981,-0.02112307276,7.30652856654
198,GUNSTRICTCBS,4/20/07,94.29,644,2007-04-20,2007.29863014,795,0.9429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834483112523,0.200430443457,0.541201702315,0.340771258858,127.0,0.787867683193,0.0466154293306,0.165275200071,0.0961346043614,0.0656305241016,0.0137900691035,17.0697272963,0.0388163899816,9.76319872975,0.0599394627416,-0.0150772280917,18.773928501,0.06914059571,0.0518404549981,-0.02112307276,7.30652856654
16,BANGUNSCBS,4/20/07,34.02,644,2007-04-20,2007.29863014,795,0.3402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739740843947,0.200430443457,0.541201702315,0.340771258858,127.0,0.787867683193,-0.048126839246,0.165275200071,0.0961346043614,0.0656305241016,0.0137900691035,17.0697272963,0.0388163899816,9.76319872975,0.0599394627416,-0.0150772280917,18.773928501,0.06914059571,0.0518404549981,-0.02112307276,7.30652856654
197,GUNSTRICTCBS,4/20/07,92.65,1052,2007-04-20,2007.29863014,795,0.9265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818083112523,0.200430443457,0.541201702315,0.340771258858,127.0,0.787867683193,0.0302154293306,0.165275200071,0.0961346043614,0.0656305241016,0.0137900691035,17.0697272963,0.0388163899816,9.76319872975,0.0599394627416,-0.0150772280917,18.773928501,0.06914059571,0.0518404549981,-0.02112307276,7.30652856654
88,GUNABC,4/22/07,63.54,788,2007-04-22,2007.30410959,795,0.6354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818824059044,0.200430443457,0.541201702315,0.340771258858,127.0,0.787867683193,0.0309563758511,0.165275200071,0.0961346043614,0.0656305241016,0.0137900691035,17.0697272963,0.0388163899816,9.76319872975,0.0599394627416,-0.0150772280917,18.773928501,0.06914059571,0.0518404549981,-0.02112307276,7.30652856654
2,BANGUNSABC,4/22/07,38.54,788,2007-04-22,2007.30410959,795,0.3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.808897553564,0.200430443457,0.541201702315,0.340771258858,127.0,0.787867683193,0.0210298703713,0.165275200071,0.0961346043614,0.0656305241016,0.0137900691035,17.0697272963,0.0388163899816,9.76319872975,0.0599394627416,-0.0150772280917,18.773928501,0.06914059571,0.0518404549981,-0.02112307276,7.30652856654
283,STRICTORC,5/4/07,84.75,1001,2007-05-04,2007.3369863,797,0.8475,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.957457720523,0.26793230231,0.579674565613,0.311742263303,155.0,0.787434355672,0.170023364851,0.154348116105,0.0838416425183,0.0751172802337,0.0252288304443,19.9492503655,0.061913054924,10.2318799281,0.0195724643267,0.104824961961,34.515891223,0.0705064735869,0.0498884497894,0.0423405905973,9.71737043741
68,FIREARMSGALLUP,10/4/07,86.44,1010,2007-10-04,2007.75616438,819,0.8644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790846883258,0.264445310278,0.577882385111,0.313437074833,54.0,0.782037248815,0.00880963444324,0.143613933553,0.086336461075,0.0120297762446,0.0167139440418,2.00959392362,0.0410146748344,1.47956507283,0.0295042499103,-0.155147001633,-9.217122712,0.057277472478,-0.00468416779722,0.011510424924,0.53002885079
34,BANGUNSGALLUP,10/4/07,30.61,4,2007-10-04,2007.75616438,819,0.3061,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745766959314,0.264445310278,0.577882385111,0.313437074833,54.0,0.782037248815,-0.0362702895005,0.143613933553,0.086336461075,0.0120297762446,0.0167139440418,2.00959392362,0.0410146748344,1.47956507283,0.0295042499103,-0.155147001633,-9.217122712,0.057277472478,-0.00468416779722,0.011510424924,0.53002885079
265,PEWGUN,11/15/07,56.7,4,2007-11-15,2007.87123288,825,0.567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763687000591,0.197426721909,0.531808557455,0.334381835545,33.0,0.780366732244,-0.0166797316525,0.142177137092,0.119117949667,0.00598884458189,0.0480346169914,0.0,0.0,0.0312205626732,0.00289524626356,-0.0854542429929,-7.911847387,0.0230591874244,-0.0420457724095,-0.00289524626356,-0.0312205626732
295,STRICTORCGALLUP,1/4/08,78.33,1023,2008-01-04,2008.00819672,832,0.7833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7758866211,0.232364915734,0.554315958297,0.321951042562,64.0,0.778317068824,-0.00243044772426,0.168991617251,0.13052253529,0.0303668385818,0.0795746599056,7.23380358253,0.0604564681137,5.93992948393,0.0573857845439,-0.053711699205,5.430826314,0.038469081961,-0.0492078213238,0.00307068356987,1.2938740986
296,STRICTORCGALLUP,2/8/08,81.67,1016,2008-02-08,2008.10382514,837,0.8167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8092866211,0.225601582055,0.548564616745,0.322963034691,55.0,0.776791168854,0.0324954522458,0.181703280089,0.101371454166,0.0466090256876,0.0156632145967,1.03392036457,0.0245145074517,2.21803497006,0.0424697873403,-0.0288522436998,-2.095781055,0.0803318259224,0.0309458110909,-0.0179552798886,-1.18411460549
266,PEWGUN,4/23/08,61.05,1502,2008-04-23,2008.30874317,848,0.6105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807187000591,0.177626731333,0.526148216,0.348521484667,114.0,0.7732756788,0.0339113217913,0.154579125505,0.111801191343,0.0102014224375,0.0248505324279,11.1797373303,0.0638427455437,7.37107060716,0.0361073152029,-0.0636119752441,3.121499205,0.0427779341619,-0.0146491099904,0.0277354303407,3.80866672315
43,BANGUNSPEW,4/23/08,37.89,1502,2008-04-23,2008.30874317,848,0.3789,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.67024824158,0.177626731333,0.526148216,0.348521484667,114.0,0.7732756788,-0.103027437219,0.154579125505,0.111801191343,0.0102014224375,0.0248505324279,11.1797373303,0.0638427455437,7.37107060716,0.0361073152029,-0.0636119752441,3.121499205,0.0427779341619,-0.0146491099904,0.0277354303407,3.80866672315
180,GUNLAWNORC,5/15/08,78.77,1333,2008-05-15,2008.36885246,851,0.7877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7877,0.188570425945,0.542554660967,0.353984235022,91.0,0.772284491535,0.0154155084651,0.164981747462,0.115890304843,0.0608213613057,0.0550942998899,3.03073218413,0.0439453147861,3.33461376582,0.0430478404502,0.00609659595516,-0.905000408,0.0490914426189,0.0057270614158,0.000897474335963,-0.303881581691
35,BANGUNSGALLUP,10/3/08,29.59,1011,2008-10-03,2008.75409836,871,0.2959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735566959314,0.164572522985,0.524305483433,0.359732960448,67.0,0.765443860512,-0.0298769011978,0.136392944573,0.109991821413,0.0164057306738,0.0204047269556,0.192173370182,0.0256359374908,0.874863421449,0.0658109464932,0.0573289469715,-4.738446634,0.0264011231602,-0.00399899628184,-0.0401750090025,-0.682690051267
69,FIREARMSGALLUP,10/3/08,85.96,4,2008-10-03,2008.75409836,871,0.8596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786046883258,0.164572522985,0.524305483433,0.359732960448,67.0,0.765443860512,0.0206030227459,0.136392944573,0.109991821413,0.0164057306738,0.0204047269556,0.192173370182,0.0256359374908,0.874863421449,0.0658109464932,0.0573289469715,-4.738446634,0.0264011231602,-0.00399899628184,-0.0401750090025,-0.682690051267
109,GUNDIF,10/15/08,93.08,2294,2008-10-15,2008.78688525,873,0.9308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.757055240792,0.166886751811,0.530651062509,0.363764310698,53.0,0.76474652719,-0.00769128639768,0.157886226389,0.129401396266,0.0541136714401,0.053670611328,1.65254056584,0.0848924282068,3.38745642321,0.0916751182346,0.00978312118089,-5.608536172,0.0284848301236,0.000443060112137,-0.00678269002776,-1.73491585737
297,STRICTORCGALLUP,1/7/09,79.1,1015,2009-01-07,2009.01643836,885,0.791,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7835866211,0.264584316,0.580949753972,0.316365437972,36.0,0.760556484648,0.0230301364518,0.111593166653,0.0561954922494,0.00570608623417,0.000139653879648,2.09052746013,0.0567040108488,0.487415133322,0.0128481557552,0.0495512564857,1.998878293,0.0553976744036,0.00556643235453,0.0438558550937,1.60311232681
267,PEWGUN,3/31/09,52.13,3013,2009-03-31,2009.24383562,897,0.5213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717987000591,0.179025493513,0.525032880803,0.346007387289,76.0,0.756405967499,-0.038418966908,0.205758613804,0.127838539864,0.113557672992,0.051103883064,9.01877602676,0.0051865343392,7.44967397944,0.059170205009,-0.174727009578,1.932104905,0.0779200739401,0.0624537899284,-0.0539836706698,1.56910204732
284,STRICTORC,4/3/09,72.22,1001,2009-04-03,2009.25205479,897,0.7222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.832157720523,0.179025493513,0.525032880803,0.346007387289,76.0,0.756405967499,0.0757517530241,0.205758613804,0.127838539864,0.113557672992,0.051103883064,9.01877602676,0.0051865343392,7.44967397944,0.059170205009,-0.174727009578,1.932104905,0.0779200739401,0.0624537899284,-0.0539836706698,1.56910204732
89,GUNABC,4/21/09,51.52,1072,2009-04-21,2009.30136986,900,0.5152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698624059044,0.28614769967,0.585407066295,0.299259366625,88.0,0.755381396054,-0.0567573370102,0.226520771316,0.108813866548,0.153553572083,0.0523820668196,10.3179769607,0.0219281986531,5.2627229938,0.017050095007,0.0198230048407,12.663736914,0.117706904768,0.101171505263,0.00487810364603,5.05525396686
36,BANGUNSGALLUP,10/1/09,28.28,1013,2009-10-01,2009.74794521,923,0.2828,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722466959314,0.264014252056,0.575691560306,0.31167730825,36.0,0.747787975587,-0.0253210162733,0.14904409175,0.118554812214,0.0285604606321,0.0494719482826,0.537589091534,0.0395935881056,0.0,0.0,0.148092424677,1.853672467,0.030489279536,-0.0209114876505,0.0395935881056,0.537589091534
70,FIREARMSGALLUP,10/1/09,78.57,4,2009-10-01,2009.74794521,923,0.7857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712146883258,0.264014252056,0.575691560306,0.31167730825,36.0,0.747787975587,-0.0356410923296,0.14904409175,0.118554812214,0.0285604606321,0.0494719482826,0.537589091534,0.0395935881056,0.0,0.0,0.148092424677,1.853672467,0.030489279536,-0.0209114876505,0.0395935881056,0.537589091534
268,PEWGUN,3/10/10,50.0,1500,2010-03-10,2010.18630137,945,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696687000591,0.0834045344189,0.47491196327,0.391507428851,74.0,0.741058076914,-0.0443710763233,0.118500156897,0.128626367326,0.0145300140804,0.0531214459416,6.19594870134,0.0648946796252,7.77748863565,0.0923583976076,-0.222349796039,-8.504272315,-0.010126210429,-0.0385914318613,-0.0274637179824,-1.58153993431
181,GUNLAWNORC,6/1/10,74.27,2043,2010-06-01,2010.41369863,957,0.7427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7427,0.19012377234,0.53613253646,0.34600876412,50.0,0.737629425649,0.00507057435144,0.224358740559,0.147848685853,0.160264379347,0.102906915258,5.09133586139,0.13426166458,1.90397937493,0.0671361135335,0.121033578546,4.808055439,0.0765100547067,0.0573574640891,0.0671255510468,3.18735648646
269,PEWGUN,8/25/10,52.08,3509,2010-08-25,2010.64657534,969,0.5208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717487000591,-0.0406036807568,0.431558191324,0.472161872081,37.0,0.734376173535,-0.0168891729437,0.134731140751,0.166718756506,0.0668867395761,0.0878849208104,0.124730491158,0.00723317755164,0.185122717292,0.00779626939241,-0.190234160636,-11.37794786,-0.031987615755,-0.0209981812344,-0.000563091840773,-0.0603922261335
71,FIREARMSGALLUP,10/7/10,78.57,1025,2010-10-07,2010.76438356,975,0.7857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712146883258,0.208066635949,0.551915136769,0.343848500821,39.0,0.732816179802,-0.0206692965444,0.127627119289,0.0668902239711,0.0335504798559,0.00632144933354,2.05067150539,0.0699226479031,0.75577909967,0.0279745460559,0.190881380083,6.963186659,0.0607368953176,0.0272290305223,0.0419481018472,1.29489240572
270,PEWGUN,1/13/11,48.42,1000,2011-01-13,2011.03287671,989,0.4842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680887000591,0.3136120024,0.605620077371,0.292008074971,70.0,0.72935199944,-0.0484649988489,0.166487055603,0.0647110781662,0.0880342212506,0.0184764677904,5.25466925828,0.02104558665,1.47378170286,0.00617458711564,0.0474760376727,10.24285772,0.101775977437,0.0695577534603,0.0148709995344,3.78088755542
90,GUNABC,1/13/11,53.61,1053,2011-01-13,2011.03287671,989,0.5361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719524059044,0.3136120024,0.605620077371,0.292008074971,70.0,0.72935199944,-0.00982794039636,0.166487055603,0.0647110781662,0.0880342212506,0.0184764677904,5.25466925828,0.02104558665,1.47378170286,0.00617458711564,0.0474760376727,10.24285772,0.101775977437,0.0695577534603,0.0148709995344,3.78088755542
