,Varname,Date,Index,N,date,f_date,period,value,GUNLAWNORC,PEWGUN,FIREARMSGALLUP,BANGUNSGALLUP,GUNABC,BANGUNSCBS,STRICTORCGALLUP,GUNSTRICTCBS,GUNABCHARRIS,BANGUNSPEW,GUNABCAP,HANDGUNGALLUP,STRICTORC,GUNABCYANK,FIREARMSNBC,BANGUNSABC,GUNDIF,HANDGUNS,GUNSTRICTGALLUP,HALLGUNS,GUNLAWY,HHANDGUN,mood,tone,pro,anti,stories,prev_mood,mood_diff,pro_max,anti_max,dom_pro,dom_anti,surge_pro_abs,surge_pro,surge_anti_abs,surge_anti,tone_surge,tone_surge_abs,tone_max_diff,tone_dom_diff,surge_diff,surge_diff_abs
13,BANGUNSCBS,8/1/99,34.38,1165,1999-08-01,1999.58082192,393,0.3438,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743340843947,0.444085863931,0.651941552886,0.207855688955,376.0,0.817597143463,-0.0742562995168,0.302184415079,0.0889793722328,0.235653596302,0.0669933826725,3.61070916453,0.0210254279914,0.0,0.0,0.0312521303468,-34.486577151,0.213205042846,0.168660213629,0.0210254279914,3.61070916453
81,GUNABC,8/11/99,64.58,1023,1999-08-11,1999.60821918,395,0.6458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829224059044,0.454339657576,0.667383952877,0.213044295301,276.0,0.817513517074,0.0117105419693,0.250857905566,0.0694847669254,0.176924485232,0.0442993166048,0.0,0.0,0.0,0.0,0.0316100617273,-120.630879293,0.18137313864,0.132625168627,0.0,0.0
190,GUNSTRICTCBS,8/15/99,93.06,736,1999-08-15,1999.61917808,395,0.9306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822183112523,0.454339657576,0.667383952877,0.213044295301,276.0,0.817513517074,0.00466959544882,0.250857905566,0.0694847669254,0.176924485232,0.0442993166048,0.0,0.0,0.0,0.0,0.0316100617273,-120.630879293,0.18137313864,0.132625168627,0.0,0.0
59,FIREARMSGALLUP,8/15/99,91.67,4,1999-08-15,1999.61917808,395,0.9167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843146883258,0.454339657576,0.667383952877,0.213044295301,276.0,0.817513517074,0.0256333661836,0.250857905566,0.0694847669254,0.176924485232,0.0442993166048,0.0,0.0,0.0,0.0,0.0316100617273,-120.630879293,0.18137313864,0.132625168627,0.0,0.0
14,BANGUNSCBS,8/15/99,36.46,736,1999-08-15,1999.61917808,395,0.3646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764140843947,0.454339657576,0.667383952877,0.213044295301,276.0,0.817513517074,-0.0533726731277,0.250857905566,0.0694847669254,0.176924485232,0.0442993166048,0.0,0.0,0.0,0.0,0.0316100617273,-120.630879293,0.18137313864,0.132625168627,0.0,0.0
95,GUNABCAP,8/15/99,58.95,4,1999-08-15,1999.61917808,395,0.5895,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.763581127853,0.454339657576,0.667383952877,0.213044295301,276.0,0.817513517074,-0.0539323892213,0.250857905566,0.0694847669254,0.176924485232,0.0442993166048,0.0,0.0,0.0,0.0,0.0316100617273,-120.630879293,0.18137313864,0.132625168627,0.0,0.0
96,GUNABCAP,8/27/99,58.95,1026,1999-08-27,1999.65205479,397,0.5895,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.763581127853,0.428564345186,0.661356953015,0.23279260783,264.0,0.817422640207,-0.0538415123544,0.218744412172,0.0612396648639,0.138961821544,0.0296333655271,2.82736405182,0.0453114377469,0.527416850016,0.0130916580793,0.0129849352196,-106.700520743,0.157504747308,0.109328456017,0.0322197796676,2.29994720181
82,GUNABC,8/30/99,59.09,1526,1999-08-30,1999.66027397,398,0.5909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774324059044,0.411579652328,0.651979663836,0.240400011508,262.0,0.817374495441,-0.0430504363979,0.222566826254,0.0625614922066,0.142911763646,0.0298672260675,1.92423025601,0.0211486759128,1.0912391586,0.00900560941722,-0.00687511718474,-85.492234605,0.160005334047,0.113044537579,0.0121430664956,0.832991097401
0,BANGUNSABC,9/7/99,32.99,4,1999-09-07,1999.68219178,399,0.3299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.753397553564,0.385388728157,0.638538177114,0.253149448958,236.0,0.8173245558,-0.0639270022362,0.205585996248,0.0634735440083,0.124704536765,0.0272778224061,1.79989100596,0.0237070583472,1.38397179059,0.0110118692074,-0.0459348641385,-90.204168919,0.14211245224,0.0974267143591,0.0126951891399,0.415919215372
39,BANGUNSPEW,9/15/99,47.92,4,1999-09-15,1999.70410959,400,0.4792,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.77054824158,0.38987968027,0.640708248528,0.250828568258,252.0,0.817272829928,-0.0467245883473,0.204831829138,0.063356211332,0.125155592938,0.0270357849569,2.16407656469,0.0207049176728,0.996178569818,0.00809734235646,-0.0489924182353,-72.910438989,0.141475617806,0.0981198079807,0.0126075753163,1.16789799487
60,FIREARMSGALLUP,12/15/99,85.71,4,1999-12-15,1999.95342466,413,0.8571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783546883258,0.350166417449,0.617531455231,0.267365037782,147.0,0.816444074175,-0.0328971909174,0.171537202076,0.0576771837843,0.0896473667205,0.000600141865854,0.799057283846,0.0230482201019,0.479296940179,0.0156580459926,-0.0297488200013,-21.089346988,0.113860018291,0.0890472248546,0.00739017410929,0.319760343667
107,GUNABCYANK,1/12/00,62.77,1564,2000-01-12,2000.03005464,417,0.6277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.804592864784,0.364556357338,0.620690186519,0.256133829182,154.0,0.816134594503,-0.0115417297196,0.190322944891,0.0643355600298,0.115618938653,0.00829596155526,5.06910681606,0.0146662296942,2.56655571617,0.0111390344616,-0.0123711503073,4.125682975,0.125987384862,0.107322977098,0.00352719523263,2.50255109989
224,HANDGUNGALLUP,1/13/00,73.74,1027,2000-01-13,2000.03278689,417,0.7374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.768942890627,0.364556357338,0.620690186519,0.256133829182,154.0,0.816134594503,-0.0471917038766,0.190322944891,0.0643355600298,0.115618938653,0.00829596155526,5.06910681606,0.0146662296942,2.56655571617,0.0111390344616,-0.0123711503073,4.125682975,0.125987384862,0.107322977098,0.00352719523263,2.50255109989
108,GUNABCYANK,1/15/00,62.11,4,2000-01-15,2000.03825137,417,0.6211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.797992864784,0.364556357338,0.620690186519,0.256133829182,154.0,0.816134594503,-0.0181417297196,0.190322944891,0.0643355600298,0.115618938653,0.00829596155526,5.06910681606,0.0146662296942,2.56655571617,0.0111390344616,-0.0123711503073,4.125682975,0.125987384862,0.107322977098,0.00352719523263,2.50255109989
163,GUNLAWNORC,2/15/00,78.4,449,2000-02-15,2000.12295082,422,0.784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784,0.422050991994,0.642050878,0.219999886006,180.0,0.815715838247,-0.0317158382468,0.274819930695,0.0821977596707,0.198502627783,0.052019923842,25.8867511453,0.114406077771,6.40173646355,0.0250966693498,0.0700534993482,24.22554714,0.192622171024,0.146482703941,0.0893094084215,19.4850146818
164,GUNLAWNORC,3/15/00,85.71,14,2000-03-15,2000.20218579,426,0.8571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571,0.448741226585,0.660788311223,0.212047084638,287.0,0.815357677778,0.0417423222223,0.301285139585,0.0786121058772,0.234041970056,0.050288442818,54.085612837,0.102615064592,11.5766366537,0.0112192363491,0.0844808545547,69.414291389,0.222673033708,0.183753527238,0.0913958282427,42.5089761833
40,BANGUNSPEW,3/15/00,50.0,4,2000-03-15,2000.20218579,426,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.79134824158,0.448741226585,0.660788311223,0.212047084638,287.0,0.815357677778,-0.0240094361973,0.301285139585,0.0786121058772,0.234041970056,0.050288442818,54.085612837,0.102615064592,11.5766366537,0.0112192363491,0.0844808545547,69.414291389,0.222673033708,0.183753527238,0.0913958282427,42.5089761833
256,PEWGUN,3/15/00,69.47,1184,2000-03-15,2000.20218579,426,0.6947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891387000591,0.448741226585,0.660788311223,0.212047084638,287.0,0.815357677778,0.0760293228134,0.301285139585,0.0786121058772,0.234041970056,0.050288442818,54.085612837,0.102615064592,11.5766366537,0.0112192363491,0.0844808545547,69.414291389,0.222673033708,0.183753527238,0.0913958282427,42.5089761833
15,BANGUNSCBS,3/19/00,35.05,1221,2000-03-19,2000.21311475,426,0.3505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750040843947,0.448741226585,0.660788311223,0.212047084638,287.0,0.815357677778,-0.0653168338312,0.301285139585,0.0786121058772,0.234041970056,0.050288442818,54.085612837,0.102615064592,11.5766366537,0.0112192363491,0.0844808545547,69.414291389,0.222673033708,0.183753527238,0.0913958282427,42.5089761833
191,GUNSTRICTCBS,3/19/00,92.86,1221,2000-03-19,2000.21311475,426,0.9286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820183112523,0.448741226585,0.660788311223,0.212047084638,287.0,0.815357677778,0.00482543474538,0.301285139585,0.0786121058772,0.234041970056,0.050288442818,54.085612837,0.102615064592,11.5766366537,0.0112192363491,0.0844808545547,69.414291389,0.222673033708,0.183753527238,0.0913958282427,42.5089761833
83,GUNABC,3/30/00,59.04,1083,2000-03-30,2000.2431694,428,0.5904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773824059044,0.412183986271,0.643285084658,0.231101098388,325.0,0.815171593847,-0.0413475348036,0.265240829039,0.0797000415397,0.19852136235,0.0503156324437,41.7231353021,0.00960787423709,12.6993469688,0.0038197741167,-0.0011996997982,62.031034162,0.185540787499,0.148205729906,0.00578810012039,29.0237883333
61,FIREARMSGALLUP,4/15/00,89.71,4,2000-04-15,2000.28688525,430,0.8971,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823546883258,0.434751448923,0.654603067952,0.219851619029,376.0,0.814981201399,0.00856568185839,0.266187835458,0.0790650843566,0.201900485606,0.0555313578711,50.6190386072,-0.00863209523669,14.9328749773,-0.00313267531416,0.0127004569284,87.497366236,0.187122751102,0.146369127735,-0.00549941992253,35.6861636299
97,GUNABCAP,4/15/00,66.67,4,2000-04-15,2000.28688525,430,0.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.840781127853,0.434751448923,0.654603067952,0.219851619029,376.0,0.814981201399,0.0257999264536,0.266187835458,0.0790650843566,0.201900485606,0.0555313578711,50.6190386072,-0.00863209523669,14.9328749773,-0.00313267531416,0.0127004569284,87.497366236,0.187122751102,0.146369127735,-0.00549941992253,35.6861636299
165,GUNLAWNORC,4/15/00,82.41,1063,2000-04-15,2000.28688525,430,0.8241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8241,0.434751448923,0.654603067952,0.219851619029,376.0,0.814981201399,0.00911879860053,0.266187835458,0.0790650843566,0.201900485606,0.0555313578711,50.6190386072,-0.00863209523669,14.9328749773,-0.00313267531416,0.0127004569284,87.497366236,0.187122751102,0.146369127735,-0.00549941992253,35.6861636299
225,HANDGUNGALLUP,4/28/00,77.55,1003,2000-04-28,2000.32240437,432,0.7755,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.807042890627,0.411049588263,0.641898662695,0.230849074432,361.0,0.814786776286,-0.00774388565919,0.250485788754,0.0821540037525,0.186153017782,0.0560606882281,32.875177155,-0.0316229984284,14.0188982986,0.00549372406587,-0.0333797252221,57.725321412,0.168331785002,0.130092329554,-0.0371167224943,18.8562788565
257,PEWGUN,5/2/00,60.0,1303,2000-05-02,2000.33333333,433,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796687000591,0.408511032983,0.639438195122,0.230927162139,360.0,0.814688138444,-0.018001137853,0.24634676689,0.0852812244429,0.172329459926,0.0620537683043,24.7814400941,-0.0415063681835,13.1512499395,0.00622721156012,-0.0245012786878,50.935238683,0.161065542447,0.110275691622,-0.0477335797436,11.6301901546
62,FIREARMSGALLUP,5/5/00,92.54,1031,2000-05-05,2000.34153005,433,0.9254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851846883258,0.408511032983,0.639438195122,0.230927162139,360.0,0.814688138444,0.0371587448137,0.24634676689,0.0852812244429,0.172329459926,0.0620537683043,24.7814400941,-0.0415063681835,13.1512499395,0.00622721156012,-0.0245012786878,50.935238683,0.161065542447,0.110275691622,-0.0477335797436,11.6301901546
84,GUNABC,5/7/00,68.37,1068,2000-05-07,2000.34699454,433,0.6837,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867124059044,0.408511032983,0.639438195122,0.230927162139,360.0,0.814688138444,0.0524359205995,0.24634676689,0.0852812244429,0.172329459926,0.0620537683043,24.7814400941,-0.0415063681835,13.1512499395,0.00622721156012,-0.0245012786878,50.935238683,0.161065542447,0.110275691622,-0.0477335797436,11.6301901546
1,BANGUNSABC,5/7/00,39.18,1068,2000-05-07,2000.34699454,433,0.3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.815297553564,0.408511032983,0.639438195122,0.230927162139,360.0,0.814688138444,0.000609415119708,0.24634676689,0.0852812244429,0.172329459926,0.0620537683043,24.7814400941,-0.0415063681835,13.1512499395,0.00622721156012,-0.0245012786878,50.935238683,0.161065542447,0.110275691622,-0.0477335797436,11.6301901546
192,GUNSTRICTCBS,5/10/00,95.95,947,2000-05-10,2000.35519126,434,0.9595,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851083112523,0.397155494239,0.636260264685,0.239104770447,356.0,0.814588597009,0.0364945155146,0.209817085303,0.0780367024441,0.0984791845357,0.0391883907334,26.2273597034,0.0646168799667,9.48917026562,0.0237234730229,-0.0515857323466,12.598623919,0.131780382859,0.0592907938023,0.0408934069438,16.7381894378
166,GUNLAWNORC,5/15/00,82.23,242,2000-05-15,2000.36885246,435,0.8223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8223,0.394214252249,0.637985414902,0.243771162653,378.0,0.81448818699,0.0078118130096,0.198895805244,0.0754892594737,0.0675418831534,0.0278368959293,32.6059982419,0.0756487446123,12.0563370937,0.0281874735901,-0.0224457402186,21.515029655,0.12340654577,0.039704987224,0.0474612710222,20.5496611481
258,PEWGUN,5/15/00,60.0,4,2000-05-15,2000.36885246,435,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796687000591,0.394214252249,0.637985414902,0.243771162653,378.0,0.81448818699,-0.0178011863993,0.198895805244,0.0754892594737,0.0675418831534,0.0278368959293,32.6059982419,0.0756487446123,12.0563370937,0.0281874735901,-0.0224457402186,21.515029655,0.12340654577,0.039704987224,0.0474612710222,20.5496611481
100,GUNABCHARRIS,5/15/00,69.23,4,2000-05-15,2000.36885246,435,0.6923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827753497115,0.394214252249,0.637985414902,0.243771162653,378.0,0.81448818699,0.0132653101249,0.198895805244,0.0754892594737,0.0675418831534,0.0278368959293,32.6059982419,0.0756487446123,12.0563370937,0.0281874735901,-0.0224457402186,21.515029655,0.12340654577,0.039704987224,0.0474612710222,20.5496611481
27,BANGUNSGALLUP,6/15/00,36.73,4,2000-06-15,2000.45355191,439,0.3673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806966959314,0.331860913759,0.60975116801,0.277890254251,291.0,0.81407856075,-0.00711160143564,0.161205914745,0.0677452459272,0.0137350231459,0.00460545662291,17.5896784956,0.0827027305767,10.5480567349,0.0431254109087,-0.0994350350922,-72.065190097,0.093460668818,0.00912956652301,0.039577319668,7.04162176067
167,GUNLAWNORC,6/15/00,93.02,43,2000-06-15,2000.45355191,439,0.9302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9302,0.331860913759,0.60975116801,0.277890254251,291.0,0.81407856075,0.11612143925,0.161205914745,0.0677452459272,0.0137350231459,0.00460545662291,17.5896784956,0.0827027305767,10.5480567349,0.0431254109087,-0.0994350350922,-72.065190097,0.093460668818,0.00912956652301,0.039577319668,7.04162176067
193,GUNSTRICTCBS,8/4/00,93.94,1139,2000-08-04,2000.59016393,446,0.9394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830983112523,0.341976274956,0.608417383434,0.266441108478,113.0,0.813336299694,0.0176468128287,0.15500609177,0.0695877752109,0.0743071789086,0.0332393624033,0.0,0.0,0.0,0.0,0.00988750672448,-63.307932777,0.0854183165594,0.0410678165053,0.0,0.0
28,BANGUNSGALLUP,8/29/00,36.73,4,2000-08-29,2000.65846995,450,0.3673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806966959314,0.386793561237,0.637894982465,0.251101421228,114.0,0.812901342729,-0.00593438341531,0.174083453869,0.0752100328656,0.0952791681615,0.0481959370577,0.735268628857,0.0192618293904,0.0,0.0,0.0861351427823,-18.743143476,0.098873421003,0.0470832311038,0.0192618293904,0.735268628857
194,GUNSTRICTCBS,10/29/00,89.55,1396,2000-10-29,2000.82513661,458,0.8955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787083112523,0.432591304813,0.648951856319,0.216360551507,144.0,0.812017550706,-0.0249344381829,0.254475224166,0.0768281270941,0.178156472245,0.0510665936373,16.7989185389,0.0803917702978,2.48930655487,0.0016180942285,0.0457977435757,18.198681912,0.177647097072,0.127089878607,0.0787736760693,14.3096119841
288,STRICTORCGALLUP,1/10/01,79.41,1004,2001-01-10,2001.02465753,469,0.7941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7866866211,0.336303946,0.607035830747,0.270731884747,75.0,0.810795141508,-0.0241085204087,0.145810153065,0.0593860524889,0.0422395568711,0.015387143846,2.25330781398,0.0587373693601,1.41102157158,0.0256797031632,-0.075471549626,-25.425590012,0.086424100576,0.0268524130251,0.0330576661969,0.842286242407
85,GUNABC,1/11/01,54.12,1513,2001-01-11,2001.02739726,469,0.5412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724624059044,0.336303946,0.607035830747,0.270731884747,75.0,0.810795141508,-0.0861710824647,0.145810153065,0.0593860524889,0.0422395568711,0.015387143846,2.25330781398,0.0587373693601,1.41102157158,0.0256797031632,-0.075471549626,-25.425590012,0.086424100576,0.0268524130251,0.0330576661969,0.842286242407
101,GUNABCHARRIS,3/22/01,73.81,1011,2001-03-22,2001.21917808,479,0.7381,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873553497115,0.328556377187,0.606058372594,0.277501995406,64.0,0.809701810246,0.0638516868693,0.17685311787,0.0922803171465,0.0995031638452,0.0481270082701,0.29661627356,0.0096484627631,0.0473267093765,0.021694611267,0.0432828175008,-2.650097314,0.0845728007237,0.0513761555751,-0.0120461485039,0.249289564184
168,GUNLAWNORC,2/15/02,78.21,179,2002-02-15,2002.12328767,526,0.7821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7821,0.193638454119,0.51436543231,0.32072697819,42.0,0.805291260273,-0.0231912602728,0.124501159274,0.0635463787746,0.0492062431298,0.00180164690549,0.0140553437606,0.00562801803609,0.269550886984,0.0179809195349,-0.058559299506,-5.99025913,0.060954780499,0.0474045962243,-0.0123529014988,-0.255495543223
169,GUNLAWNORC,3/15/02,100.0,4,2002-03-15,2002.2,530,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.163320971393,0.500950060071,0.337629088679,56.0,0.804991814934,0.195008185066,0.123954271063,0.100937125384,0.0520571726131,0.0367060697441,2.78283052964,0.0407820980652,3.48927519341,0.057673048822,-0.125701824127,-5.305165378,0.0230171456792,0.0153511028691,-0.0168909507569,-0.706444663767
170,GUNLAWNORC,4/15/02,80.13,473,2002-04-15,2002.28493151,535,0.8013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8013,0.145629802894,0.501647127242,0.356017324348,66.0,0.804636355094,-0.00333635509387,0.146662045822,0.124309286296,0.0744233901698,0.0577385776124,5.0576725878,0.0483211429187,5.00614011324,0.0562609292259,-0.0744589303614,-0.732603472,0.0223527595264,0.0166848125574,-0.00793978630725,0.0515324745614
86,GUNABC,5/8/02,61.05,1028,2002-05-08,2002.34794521,538,0.6105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793924059044,0.122191928476,0.48938649879,0.367194570314,105.0,0.804433196187,-0.0105091371435,0.147557908698,0.112885351736,0.0549746637611,0.0214984069349,8.55214123376,0.0236036376348,7.13076928485,0.0473715890998,-0.0411290429167,3.684178092,0.034672556962,0.0334762568263,-0.0237679514649,1.42137194891
171,GUNLAWNORC,5/15/02,79.46,185,2002-05-15,2002.36712329,539,0.7946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7946,0.104758789487,0.485974704513,0.381215915027,113.0,0.804367166726,-0.00976716672644,0.132525187158,0.108621230819,0.0279879709473,0.00775517807752,8.24395134961,0.0450579815073,9.60771741823,0.0641798697474,-0.0391218088633,3.204907311,0.0239039563396,0.0202327928698,-0.0191218882401,-1.36376606862
172,GUNLAWNORC,6/15/02,89.33,75,2002-06-15,2002.45205479,543,0.8933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8933,0.085167681453,0.479297857051,0.394130175598,117.0,0.804111499749,0.0891885002507,0.130422667689,0.142787549373,0.0128216164659,0.0618635812277,11.4279688279,0.0723698905419,14.3909026737,0.107708146297,-0.0604621214409,0.353051739,-0.0123648816848,-0.0490419647618,-0.0353382557554,-2.96293384578
29,BANGUNSGALLUP,10/14/02,32.99,4,2002-10-14,2002.78356164,561,0.3299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769566959314,0.307733720537,0.59044739172,0.282713671183,82.0,0.80312641791,-0.0335594585954,0.235822358522,0.106598850696,0.171010172403,0.0652291765642,16.0833339989,0.130851410138,6.57859724147,0.0368405114835,0.103551358504,18.904511861,0.129223507826,0.105780995839,0.094010898654,9.50473675741
63,FIREARMSGALLUP,10/17/02,82.26,1002,2002-10-17,2002.79178082,561,0.8226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749046883258,0.307733720537,0.59044739172,0.282713671183,82.0,0.80312641791,-0.0540795346517,0.235822358522,0.106598850696,0.171010172403,0.0652291765642,16.0833339989,0.130851410138,6.57859724147,0.0368405114835,0.103551358504,18.904511861,0.129223507826,0.105780995839,0.094010898654,9.50473675741
102,GUNABCHARRIS,10/23/02,54.26,1007,2002-10-23,2002.80821918,562,0.5426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678053497115,0.326246154707,0.597369501828,0.271123347121,99.0,0.803079456019,-0.125025958904,0.218816890332,0.101372389882,0.13856902622,0.0661108173857,17.8647988056,0.0962983955822,7.69907848432,0.0259921281408,0.161411704255,27.188501352,0.11744450045,0.0724582088347,0.0703062674414,10.1657203213
195,GUNSTRICTCBS,10/27/02,83.58,1018,2002-10-27,2002.81917808,562,0.8358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727383112523,0.326246154707,0.597369501828,0.271123347121,99.0,0.803079456019,-0.0756963434958,0.218816890332,0.101372389882,0.13856902622,0.0661108173857,17.8647988056,0.0962983955822,7.69907848432,0.0259921281408,0.161411704255,27.188501352,0.11744450045,0.0724582088347,0.0703062674414,10.1657203213
289,STRICTORCGALLUP,1/13/03,60.71,1000,2003-01-13,2003.03287671,574,0.6071,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5996866211,0.222012918711,0.555239634263,0.333226715553,38.0,0.802576532927,-0.202889911827,0.168328812261,0.134979413673,0.0854910488976,0.0940949181795,0.0,0.0,1.51215558009,0.101175094612,-0.141833248448,-30.495048975,0.0333493985885,-0.00860386928197,-0.101175094612,-1.51215558009
103,GUNABCHARRIS,5/21/03,54.74,1012,2003-05-21,2003.38356164,592,0.5474,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682853497115,0.215706318917,0.537215710229,0.321509391313,96.0,0.802015350231,-0.119161853115,0.196237868654,0.110566993035,0.0937822651945,0.0462100424484,11.158417853,0.0723601664308,5.0231332275,0.0203847655532,0.0824177396263,12.4439147,0.0856708756188,0.0475722227461,0.0519754008776,6.13528462545
259,PEWGUN,6/4/03,56.25,1000,2003-06-04,2003.42191781,594,0.5625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759187000591,0.236342197786,0.543427504117,0.30708530633,103.0,0.801965729429,-0.0427787288379,0.184752983781,0.0845530986926,0.0891228444477,0.0263740700418,9.63993693726,0.0486715288221,1.26018493892,-0.00568570643064,0.110944961221,15.690837049,0.100199885088,0.0627487744059,0.0543572352527,8.37975199835
260,PEWGUN,6/15/03,56.25,4,2003-06-15,2003.45205479,595,0.5625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759187000591,0.241454203743,0.545740291476,0.304286087733,105.0,0.801941780361,-0.0427547797696,0.187376334217,0.083490254227,0.093205895966,0.0258988106892,10.096957233,0.04226182119,1.56903485142,-0.0102580522205,0.104885233819,16.339139378,0.10388607999,0.0673070852768,0.0525198734105,8.52792238157
30,BANGUNSGALLUP,10/6/03,32.32,4,2003-10-06,2003.76164384,612,0.3232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762866959314,0.243753381459,0.541901725959,0.2981483445,74.0,0.801611410709,-0.0387444513952,0.147118748995,0.0644956650924,0.0529226030336,0.00685980019151,6.68795924464,0.0336369062653,2.55882951618,0.0115216895903,0.0191522177838,9.727507172,0.082623083903,0.0460628028421,0.022115216675,4.12912972847
41,BANGUNSPEW,11/10/03,83.61,1177,2003-11-10,2003.85753425,617,0.8361,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.12744824158,0.236498790409,0.539096666538,0.302597876129,93.0,0.801536656285,0.325911585295,0.123917609703,0.076845383197,0.00186604259568,0.0148673102513,9.31519585717,0.067272947006,5.79709943688,0.0422422754935,-0.0163876835145,12.131815025,0.0470722265056,-0.0130012676556,0.0250306715125,3.51809642029
